datetime,ghi,SZA,TOA,cams,lsasaf
2017-11-05 13:30:00,530.5673333333333,34.840112739497094,1138.0604577259714,363.0376,522.60004
2017-11-05 13:45:00,567.1039999999999,31.435988125957017,1183.0891690751243,389.19,552.4
2017-11-05 14:00:00,567.596,28.054548866857303,1223.6847827026809,439.7316,591.5
2017-11-05 14:15:00,618.298,24.707339789218945,1259.6734619587357,485.568,631.60004
2017-11-05 14:30:00,496.93,21.412613164931916,1290.9010977936325,486.4924,669.5
2017-11-05 14:45:00,380.4293333333334,18.20105901967657,1317.2339686765722,471.8864,641.3
2017-11-05 15:00:00,317.77066666666667,15.12788195764231,1338.5593132117376,452.2616,598.5
2017-11-05 15:15:00,330.94533333333334,12.299343096404183,1354.7858129999036,454.0588,582.7
2017-11-05 15:30:00,290.064,9.928734584128637,1365.8439836778389,507.3412,612.5
2017-11-05 15:45:00,190.3633333333333,8.414050715174827,1371.6864724610195,523.7436,635.3
2017-11-05 16:00:00,122.262,8.242373307305865,1372.2882609155213,479.6868,565.9
2017-11-05 16:15:00,112.54066666666668,9.486967660915282,1367.6467720907929,474.908,525.2
2017-11-05 16:30:00,126.61333333333332,11.703977848509949,1357.7818815545565,489.7664,541.2
2017-11-05 16:45:00,154.80533333333332,14.451834393158572,1342.7358322825742,473.1268,545.8
2017-11-05 17:00:00,165.79399999999998,17.480977542237262,1322.5730537677396,408.0292,530.0
2017-11-05 17:15:00,169.71066666666667,20.666935709970904,1297.3798861230996,345.5272,448.80002
2017-11-05 17:30:00,155.58133333333336,23.945920417499327,1267.2642103602336,290.7656,393.5
2017-11-05 17:45:00,128.638,27.28303102559749,1232.3549864262015,249.5396,361.5
2017-11-05 18:00:00,100.05133333333332,30.65782040886298,1192.80170097725,208.6916,331.6
2017-11-05 18:15:00,73.32199999999999,34.05753001230644,1148.7737272540026,169.4776,287.30002
2017-11-05 18:30:00,37.602,37.47373068431315,1100.459599799239,116.8064,253.2
2017-11-05 18:45:00,29.62,40.900552108240305,1048.0662071240413,69.7972,220.5
2017-11-05 19:00:00,25.64266666666667,44.333696527221086,991.817905779424,47.3604,180.3
2017-11-05 19:15:00,20.74533333333333,47.769861147695984,931.9555596271414,43.9772,137.7
2017-11-05 19:30:00,21.909333333333333,51.206383997090356,868.7355084236519,41.1416,92.1
2017-11-05 19:45:00,29.825333333333333,54.64101713466171,802.428470133928,38.0028,50.2
2017-11-05 20:00:00,20.234666666666666,58.07177498558379,733.3183816755675,34.6932,0.0
2017-11-05 20:15:00,12.152,61.49682817563353,661.7011830573234,31.2504,0.0
2017-11-05 20:30:00,10.290666666666665,64.91442537665546,587.8835501185513,27.8452,0.0
2017-11-05 20:45:00,13.572666666666668,68.32283241666401,512.1815812961839,24.4068,0.0
2017-11-05 21:00:00,13.388666666666667,71.72028176578598,434.9194440426966,20.7668,0.0
2017-11-05 21:15:00,10.938,75.10492776110054,356.4279866913076,17.0552,0.0
2017-11-05 21:30:00,7.273333333333334,78.4748042585343,277.04332171262377,13.0804,0.0
2017-11-06 10:30:00,22.78214285714285,75.7821993791042,340.71865447348233,19.7764,120.5
2017-11-06 10:45:00,28.012,72.4040506573043,419.3669039601897,23.6384,148.90001
2017-11-06 11:00:00,29.96333333333333,69.01231309694978,496.86494600638434,27.464,174.7
2017-11-06 11:15:00,49.03733333333333,65.60884955869373,572.880922098309,31.3912,198.5
